id,very_negative,negative,neutral,positive,very_positive
a7WvRow,6.4615,37.5385,32.0000,18.7692,5.0769
avz2KZO,7.6667,49.3333,31.0000,9.6667,2.0000
abG3nAv,6.6250,36.0000,51.2500,5.2500,1.1250
aP76b3K,12.6000,46.4000,27.0000,11.0000,3.2000
ax9Eq0Y,2.5000,22.5000,54.5000,20.0000,1.0000
aVwjyvn,3.4667,25.8000,56.8000,9.8000,3.9333
aXgZeAz,4.0870,21.6087,47.1739,22.4783,4.4348
aoPmQye,3.5000,24.3333,31.0000,36.3333,4.6667
aEPdmMp,2.0000,17.5000,67.0000,12.5000,1.0000
aAeBzyR,3.8000,30.8000,59.8000,4.8000,0.8000
aj9Qe71,5.5000,33.6000,46.3000,12.3000,2.2000
aYyjXGm,1.1818,5.8182,52.1818,34.3636,6.5455
aR76qrB,1.0000,24.0000,70.0000,5.0000,0.0000
a2WE6Mp,3.5000,18.7500,57.3750,16.2500,3.6250
aGdK4EX,5.8750,31.0000,37.3750,18.8750,7.0000
aoPmQgm,3.8750,25.2500,55.5000,12.7500,2.5000
a43pW2v,9.1579,37.5263,42.3684,9.0000,2.0000
a43pOnZ,9.0000,32.5000,33.2500,22.7500,2.7500
arV17m5,7.6667,31.3333,40.3333,18.3333,2.3333
a5Wp01G,1.8571,11.7143,64.0000,19.1429,2.8571
an4ePQV,7.0000,25.6667,56.6667,9.3333,1.0000
aO7oL2R,4.3333,28.0000,40.3333,22.6667,4.0000
aeDK84p,7.8889,39.8889,40.2222,9.7778,2.2222
a8Gdx3p,5.3333,32.0000,48.6667,11.6667,2.0000
adVydzM,3.3333,23.3333,45.5556,24.1111,3.7778
amvq4W9,12.1818,42.2727,28.2727,15.0000,2.1818
aVwjygn,3.6000,32.6000,39.8000,19.4000,4.2000
adVyDP2,16.0000,57.0000,22.0000,3.0000,2.0000
aeDK81p,3.2000,20.8667,51.2000,20.9333,3.6667
azm7pdm,5.2500,27.6667,40.4583,20.4167,5.8750
aqn4o7Y,2.5000,12.5000,54.2500,26.5000,4.2500
a9njgzL,0.5000,5.0000,72.0000,22.0000,1.0000
a2WE61D,4.2903,23.3871,52.2903,16.2581,3.5161
amvq47X,4.0000,24.0000,49.0000,19.0000,3.0000
aGdK4yX,4.9333,27.7333,47.6000,16.9333,2.8000
aAeBzQR,4.6000,31.4000,45.6000,15.8000,2.6000
amvq486,9.0000,44.5000,40.5000,5.0000,1.5000
aeDK8Mj,0.0000,0.0000,100.0000,0.0000,0.0000
ayeEmXX,5.3333,37.6667,48.6667,6.6667,1.6667
ax9EqWn,8.0000,30.5000,24.2500,26.5000,10.2500
a3wvXj7,6.0000,48.0000,41.0000,5.0000,1.0000
azm7p9q,14.0000,26.5000,29.0000,24.0000,6.0000
a6KrYXR,7.8750,42.7500,33.6250,12.6250,3.0000
aXgZ6M6,3.8000,20.8000,54.2000,18.2000,3.0000
aVwjyEM,5.7778,32.0000,48.0556,11.8889,2.0000
an4edr0,7.4722,31.8611,39.5833,17.3889,3.5556
a9nj4Pj,8.8333,24.9167,38.3333,24.1667,3.4167
aGdK4LX,6.5000,30.2500,21.5000,34.5000,7.0000
aYyjQnO,7.0976,32.0244,38.6829,18.5610,3.6585
amvqbyj,2.0000,18.6667,50.8333,23.6667,5.0000
arV1r15,4.0000,17.5000,52.9286,19.7857,5.7143
aBm9ByQ,2.0000,12.5000,55.0000,28.0000,3.0000
a1Wp3m6,1.0000,10.0000,69.0000,18.0000,1.0000
aD4ReA9,10.0000,55.0000,28.0000,5.0000,2.0000
aP76bmP,3.2857,21.3810,53.0476,18.3333,3.6667
aQd6WQ7,8.4000,34.9000,43.7000,10.6000,2.4000
aXgZ3Nb,7.0000,37.6667,35.4444,17.1111,2.3333
a9nj4zo,8.2500,33.7500,47.5000,8.5000,1.7500
aNgmEQr,4.8947,31.5263,43.2105,17.2105,3.1053
aeDK8OQ,23.0000,61.0000,10.0000,4.0000,2.0000
a9njZ3W,4.3333,22.3333,47.0000,20.6667,5.6667
a9njgv1,3.3333,26.5000,50.0000,15.0000,4.1667
aP76b9G,2.0000,21.0000,64.0000,12.0000,1.0000
a43pONm,5.1667,32.7083,35.2083,22.7917,4.0000
aj9QeBQ,2.4000,21.0000,64.4000,10.2000,1.8000
abG3E3L,3.3333,22.7778,54.9444,16.7778,2.0556
amvq46o,6.8125,28.5625,36.8750,22.7500,4.9375
aGdK480,2.6000,14.8000,64.6000,15.2000,2.6000
aVwjKgd,11.9706,30.2647,36.8529,15.5588,5.1765
a6KrYEm,1.0000,3.0000,11.0000,80.0000,6.0000
aVwjyKM,29.0000,56.0000,12.0000,1.0000,1.0000
a3wvXy3,10.4000,28.4000,44.4000,14.4000,2.6000
a8Gdx03,4.0000,35.2500,33.7500,23.0000,4.0000
aVwjyoM,3.7500,22.5000,45.5000,23.7500,3.7500
a0NvyXB,7.5714,34.1429,38.0000,16.2857,3.8571
a43p0QZ,3.0000,18.5000,44.7500,30.5000,3.7500
aBm9MjN,4.0000,26.3333,49.3333,17.6667,2.3333
aNgmELG,5.0000,27.8571,53.8571,11.7143,1.5714
aj9QeOG,2.0000,12.0000,67.0000,17.0000,2.0000
abG3nOE,3.0000,15.5000,18.5000,39.0000,23.5000
avz2KxX,1.6000,16.0000,71.4000,10.0000,0.8000
aGdK4Gn,4.7451,27.3137,50.3333,14.6078,2.8627
aEPdmDn,5.1429,36.5714,43.5714,12.5714,2.2857
aQd6WAK,5.2000,28.8000,28.6000,27.4000,9.2000
an4ePxn,5.5714,32.7143,41.7143,15.0000,4.8571
aO7oLP2,3.6000,26.6000,50.6000,15.6000,3.4000
adVyDnB,4.5625,29.8125,48.0625,14.5625,2.6250
apGKZb5,3.0000,26.2000,52.6000,15.2000,3.2000
aLw6rMA,6.6471,30.8235,31.2353,24.5294,6.6471
amvq4xd,6.2941,32.9412,43.3529,13.5882,3.8235
aD4ReV9,4.8387,28.1613,48.7097,15.9032,2.1935
aAeBGpd,4.5333,28.1333,45.5333,17.8333,3.7667
a7Wvn7L,5.6000,24.4286,37.8571,26.2857,5.9429
aGdK4A6,2.3333,14.3333,51.1667,28.5000,4.1667
aAeBz29,3.5000,18.0000,53.5000,20.5000,3.5000
aZyqOjW,8.1000,25.7000,52.9000,11.0000,2.2000
aR76q2M,4.8750,32.1250,49.5000,11.3750,2.0000
aAeBzPZ,10.0000,56.0000,25.0000,7.0000,2.0000
aeDK8mv,12.0000,31.0000,23.0000,27.3333,7.3333
a1Wpxo8,1.2000,11.2000,48.2000,31.6000,8.2000
aLw67dz,10.4444,38.3333,29.3333,17.8889,4.1111
a9njgmD,4.0000,23.0000,50.0000,19.0000,3.6667
aZyqXq3,9.3462,38.7692,33.7692,14.9615,3.0769
a8GdxKY,6.2500,39.1250,40.1250,12.7500,1.8750
aBm9BGA,3.0000,23.5000,69.0000,4.5000,0.5000
a3wvX48,1.5000,7.5000,33.5000,53.0000,4.0000
aK74oYN,2.8571,22.2857,56.2857,15.0000,3.2857
aVwjy28,2.2222,14.5556,53.0000,26.2222,3.7778
a5Wp0NO,11.6667,44.0000,24.6667,16.3333,3.6667
adVyD2d,6.2500,32.5625,44.7500,13.4688,2.7813
aR76qOG,6.2500,33.7500,49.0000,8.7500,2.0000
aAeBzvp,2.5000,21.0000,65.5000,10.0000,1.0000
a1Wp32w,6.7143,32.0000,44.2857,13.7143,3.1429
a7Wv89m,4.7037,24.9444,47.1111,19.0556,4.2037
aMxeMbV,9.6000,40.2000,43.2000,5.4000,1.4000
aD4ReMw,2.0000,11.6667,67.3333,17.3333,1.6667
ax9EqRb,3.0000,14.0000,63.0000,15.0000,4.0000
a3wvXNN,0.0000,0.0000,99.0000,1.0000,0.0000
amvq4n2,2.7273,20.3636,64.1818,10.3636,2.2727
amvqwXV,8.5000,31.4500,26.1500,25.3000,8.6000
aGdK4bK,7.0000,45.0000,34.0000,12.0000,2.0000
aP76bQw,3.6667,23.6667,50.3333,20.0000,2.6667
aP76dDV,5.1500,30.5000,50.4500,12.1500,1.6500
a43pOwQ,12.7500,28.7500,44.0000,13.2500,1.0000
aVwjBLw,4.5455,26.0909,44.2727,19.7727,5.1818
a8Gdxz1,8.2000,35.6000,37.6000,15.0000,3.0000
azm7pYj,11.0000,61.0000,22.0000,4.5000,1.5000
aBm9BoZ,5.0000,37.5000,43.5000,12.5000,2.0000
adVyDRZ,6.6316,30.5263,38.8421,20.8947,3.3684
a0NvyOz,2.0000,16.3333,54.6667,24.1667,2.8333
aEPdmEN,3.7273,25.2727,39.3636,26.0000,5.6364
awBNWeW,2.0000,44.0000,50.0000,3.0000,0.0000
aD4Reb9,10.0000,64.0000,23.0000,2.0000,1.0000
a6KrY2q,6.5000,39.0000,26.0000,24.0000,5.0000
a0Nvx2L,9.2174,32.4783,43.7826,12.3043,2.0870
a8GdVBO,2.0000,21.0000,31.0000,31.5000,14.0000
aP76bnQ,3.2500,18.0000,39.7500,29.2500,10.0000
a5WpvDo,5.8125,27.9375,56.3750,8.1250,1.6875
aZyq5qn,5.2857,32.8571,32.1429,26.8571,2.8571
aVwjydw,4.4444,25.8889,55.2222,12.5556,1.7778
aYyjnbm,6.7857,29.1429,30.9286,24.7857,8.3571
aYyjXL7,2.0000,10.0000,46.5000,33.5000,8.0000
aYyjXeN,7.0000,24.5000,48.0000,17.0000,3.5000
aYyjXdN,9.0000,41.2222,35.7778,11.6667,1.8889
aYyj0qN,3.5000,15.0000,44.3333,28.6667,8.8333
aeDK8dO,5.5556,32.6667,46.2222,13.1111,1.8889
aeDK8WO,3.2000,24.2000,61.8000,9.6000,1.4000
aeDK8xW,2.2500,10.2500,71.5000,12.7500,2.7500
aMxeMqV,5.0000,24.2000,50.4000,17.4000,3.0000
an4ePvn,1.0000,2.0000,54.0000,39.0000,4.0000
apGKZPE,5.3333,33.5833,40.7500,17.2500,2.9167
a6KrYxA,4.3750,23.0833,50.7083,18.6250,3.0000
aD4Re8Z,7.3333,43.6667,33.3333,13.3333,2.3333
azm7pDx,5.6000,33.4667,47.9333,11.0000,2.0000
a9njNpW,4.3333,33.0000,42.8333,18.0000,2.3333
a3wvX83,3.5714,21.5714,48.1429,23.2857,3.5714
aBm9BNZ,2.4286,17.2857,62.1429,15.2857,2.5714
azm7pBx,5.6000,29.4000,55.5000,8.4000,1.1000
a8GdxXV,3.0000,25.0000,54.0000,17.0000,1.0000
apGKZzB,6.3000,30.8000,47.8000,13.4000,1.5000
awBNm4W,4.4138,24.2414,51.3103,16.7931,2.7586
aD4RdPB,7.5375,32.0750,38.6625,17.8500,3.7875
aO7oLAr,2.4000,17.2000,53.6000,23.8000,3.0000
a5Wp0vV,5.1200,31.6000,49.8800,11.6000,1.5200
an4ePV5,5.2000,29.0000,44.2000,18.6000,2.8000
apGK7Xb,2.3333,22.0000,43.0000,29.6667,3.3333
aEPd5Pn,3.6667,26.0000,56.0000,12.3333,2.0000
aoPmn1e,5.3696,27.9130,42.4783,20.0870,4.0217
awBNv2Q,2.1250,13.1250,63.7500,17.6250,3.7500
an4ePVq,0.5000,9.5000,74.5000,14.5000,1.0000
aWxB3eZ,1.0000,3.6667,64.3333,25.6667,4.6667
a7WvRGA,0.5000,13.5000,38.5000,32.5000,15.0000
aBm9zjA,3.2222,19.0000,42.0000,30.4444,5.4444
a3wvnA1,0.5000,2.2500,70.5000,16.0000,10.5000
amvq46d,5.0000,48.0000,38.0000,8.0000,1.0000
a2WE62O,2.0000,4.0000,9.0000,61.0000,24.0000
ayeEjm8,4.5000,26.1667,23.5000,24.3333,21.1667
avz2KXE,7.0000,26.0000,17.6667,40.3333,9.0000
aqn4oVZ,3.8000,23.2000,49.6000,19.6000,3.4000
a43pV9y,3.7143,16.1429,43.7143,27.2857,9.1429
a2WEmVO,6.4667,27.6333,37.7667,21.2333,6.6667
awBNWmr,3.0000,7.0000,11.5000,65.0000,13.5000
ayeEjvY,4.0000,20.5000,40.6667,29.0000,5.3333
a5Wpg8y,3.2857,25.8571,61.0000,9.4286,0.7143
aD4Rr0G,3.2500,24.0000,51.2500,18.5000,3.0000
avz2KVZ,3.6250,13.1250,45.3750,31.7500,6.2500
a1Wp3BD,1.6000,12.2000,78.4000,6.6000,1.4000
aD4R5NB,6.6667,34.0000,37.3333,18.3333,3.6667
amvq4Oy,3.5714,25.7143,45.2857,21.8571,3.8571
aAeBzLZ,8.0000,36.6667,41.0000,10.0000,4.3333
aWxB3PZ,3.0000,24.5000,56.5000,15.0000,1.5000
aO7ojKv,4.6923,29.8462,49.1538,13.9231,2.2308
an4eP0E,5.0455,31.0455,45.4091,15.1364,3.5909
azm7pvN,4.0000,29.6667,50.6667,13.6667,1.6667
a2WE6Aw,4.1667,34.1667,46.8333,13.1667,1.5000
adVyDMM,8.2222,44.7778,35.5556,9.3333,2.1111
aQd6Wr2,12.5000,60.5000,24.0000,2.0000,0.5000
ax9EeXp,6.5000,29.3333,40.1667,19.6667,4.3333
aeDK8Ej,3.5000,34.0000,55.5000,6.5000,1.0000
aO7opMv,3.5000,25.7500,47.5000,20.5000,2.7500
aZyqOo6,0.5000,4.5000,78.0000,16.0000,0.5000
arV199X,11.0000,49.3750,30.5000,7.5000,1.7500
a5Wp0Ay,6.0000,33.4000,29.0000,26.6000,5.2000
aBm9BMD,5.4444,30.6667,52.5556,10.0000,1.5556
a5Wp0gy,7.0000,35.0000,55.5000,2.0000,0.5000
awBNWj8,6.3333,47.0000,36.0000,9.0000,1.3333
aR76qW2,3.1765,22.7059,56.3529,14.9412,2.7647
aWxB3vK,1.5000,5.5000,16.0000,58.0000,19.0000
awBNxO1,5.2295,22.2077,37.8525,28.0984,6.6120
a0Nvygn,2.3333,20.3333,34.0000,37.6667,5.0000
aO7oLED,9.2000,28.0000,20.6000,34.0000,8.2000
aMxeMnM,7.6364,36.7273,32.5455,17.4545,5.7273
apGKZ79,2.0000,8.0000,41.0000,45.0000,4.0000
aAeBzAo,10.8889,35.3333,43.8889,8.2222,1.7778
aEPdE3p,5.9474,24.6316,47.4211,18.3158,3.4737
a43pO71,4.0000,27.8000,30.2000,32.2000,5.6000
aLw67og,4.6667,32.3333,41.6667,17.6667,3.6667
a5Wp03L,6.1667,32.5000,47.6667,11.6667,1.8333
a9njg4Z,9.0000,44.4000,22.6000,10.2000,13.8000
abG3n8B,4.7273,28.2727,46.3636,17.2727,3.2727
aZyqOYn,12.4000,47.0000,16.8000,19.4000,4.4000
aQd6D62,7.4375,38.5625,30.3125,19.6250,4.0000
aWxB3Dn,6.5000,41.0000,35.0000,16.0000,1.5000
a6KrYRe,3.8000,21.8000,47.4000,22.0000,5.8000
aYyjX50,15.0000,35.3333,32.1667,15.1667,2.6667
azm7OnZ,3.8000,20.8333,47.6667,23.9000,3.7000
aR76qpq,4.0000,26.0000,46.0000,20.0000,4.0000
aP76qzn,4.5294,23.8235,45.4118,21.5882,4.6471
aoPmQng,4.4000,33.2000,35.8000,21.4000,5.2000
aP76bqg,6.0000,32.0000,41.6667,17.3333,3.0000
a6KrYg9,9.3571,39.1429,32.1429,15.7857,3.2857
avz2K9O,2.0000,21.0000,68.0000,8.0000,1.0000
a5Wp0YL,2.5714,25.5714,61.1429,9.4286,1.4286
aK74oog,3.8333,21.6667,43.6667,26.3333,3.8333
avz2qoq,8.6667,26.8889,44.6667,16.1111,3.3333
aGdK44w,2.0000,14.3333,67.6667,13.0000,2.3333
avz24DM,4.3333,29.3333,36.6667,24.0000,5.5000
aoPmQ73,11.2857,16.0000,30.7143,34.0000,7.8571
a0NvgEO,5.8750,27.8750,33.7500,28.7500,3.7500
a8Gdxgp,3.5000,19.5000,33.5000,38.0000,5.5000
aZyqOOV,7.4000,50.8000,34.8000,5.6000,1.2000
aYyjX3w,2.7143,15.7143,53.2857,13.7143,14.2857
a8GdxvV,3.0000,13.5000,49.5000,28.5000,5.5000
a1Wp3yR,6.5000,48.0000,30.0000,13.0000,2.5000
aLw6775,7.0000,32.6667,36.6667,19.3333,4.6667
an4eP4z,8.6667,43.6667,39.3333,6.3333,1.6667
aXgZ6yb,5.0000,28.8333,43.3333,20.3333,2.6667
a9njggm,5.6667,42.3333,38.0000,11.3333,2.3333
aD4RP2N,7.0714,26.0000,48.5000,14.5714,3.8571
apGKZZW,3.0000,14.0000,63.0000,15.0000,4.0000
a5Wp0Oo,5.0000,15.0000,12.5000,28.0000,39.5000
a0NvyrL,3.0000,16.0000,43.0000,32.0000,5.0000
aQd6BPz,6.8571,31.9286,43.8571,13.5357,3.8214
aGdK4NZ,4.0000,7.0000,9.0000,55.0000,25.0000
aoPmGwm,3.8750,23.5000,49.7500,18.2500,5.0000
ayeEjAq,5.0000,26.0000,46.5000,18.0000,4.2500
agArzWq,5.9200,30.8400,40.4400,19.6800,3.1600
aR76qnA,4.0000,46.0000,48.0000,2.0000,0.0000
amvq4Zv,4.8333,22.0000,39.1667,29.8333,4.3333
a6KrxX2,3.9259,22.0370,43.0000,25.9630,5.2593
a3wvXre,6.3333,26.6667,34.3333,28.3333,4.3333
aGdK45w,11.5000,43.5000,25.0000,17.0000,3.0000
aGdK44z,1.5000,11.5000,46.5000,36.0000,5.0000
agArzP1,12.6667,45.0000,35.6667,6.3333,1.3333
aMxeqgG,10.5000,31.7500,40.2500,11.5000,6.0000
aEPdqDn,7.7143,34.8095,41.5238,13.6905,2.1905
an4ePgV,1.5000,10.5000,64.5000,21.5000,2.0000
a3wvXVQ,3.2500,23.9167,50.3333,18.6667,3.6667
aAeBz7o,9.0000,60.0000,22.0000,8.0000,2.0000
aeDK8nm,4.3333,30.1667,51.0000,13.0000,2.1667
aD4ReyN,4.0000,25.0000,38.7500,27.5000,5.2500
aGdK4W7,3.3750,21.7500,52.3750,20.1250,2.2500
an4ePmz,3.0000,19.0000,32.5000,40.5000,4.5000
aoPmQrm,3.0000,22.0000,65.0000,9.0000,1.0000
aK74o0O,2.6250,15.5000,39.5000,32.3750,9.6250
ax9EqxW,3.0000,17.0000,50.0000,23.0000,6.5000
a7WvRRm,1.0000,4.0000,88.0000,7.0000,1.0000
arV1zry,10.9231,38.0769,36.5385,12.2308,2.2308
a7WvPWb,7.5625,29.1875,44.5625,16.0000,2.7500
aeDK8zj,2.0000,13.0000,71.6667,11.0000,2.0000
aK74oQ6,8.0000,36.5000,46.5000,6.5000,2.0000
a9njgom,1.0000,9.5000,79.0000,9.0000,1.0000
azm7ppq,1.0000,5.0000,19.0000,64.0000,10.0000
apGKZE5,10.5000,56.5000,25.0000,6.0000,2.0000
aO7oLg3,8.0000,27.4500,50.2500,12.2500,2.1000
an4eVR0,5.8889,31.5556,39.4444,16.4444,6.4444
aLw67YP,3.8000,24.6000,51.8000,16.6000,2.6000
aD4Rey7,7.0000,41.3333,40.0000,10.3333,1.6667
arV17PX,0.5000,2.0000,54.0000,41.5000,2.5000
aqn4onP,5.0000,47.0000,44.0000,3.0000,1.0000
aXgZ682,4.3571,32.4286,54.7143,7.2143,1.2143
awBNjDW,2.3333,14.1667,51.3333,28.0000,4.0000
aeDK8LB,2.0000,14.5000,68.5000,13.0000,1.5000
azm7p5b,10.0000,43.0000,43.0000,2.5000,1.5000
awBNWR1,7.6800,38.4000,38.2000,12.9200,2.8000
a2WE6Qp,12.3333,27.0000,38.6667,17.6667,4.3333
aP76E6B,5.0769,23.6154,44.1538,21.3846,5.8462
aj9Qdop,4.0000,21.2000,48.2000,23.6000,3.4000
apGK7Qb,6.5000,44.0000,25.7500,21.0000,2.2500
aQd6W0w,1.0000,3.0000,84.0000,11.0000,1.0000
aoPmvme,7.0000,32.7188,35.3125,19.8750,5.1563
aBm9A9Q,8.0000,42.8000,35.5000,11.7000,2.2000
a8GdNoY,1.0000,6.0000,63.5000,25.0000,4.0000
aZyq6q3,0.0000,1.5000,60.0000,35.0000,3.5000
aqn4ooP,5.5000,37.5000,25.5000,28.5000,3.5000
a43pBKy,5.0000,34.8462,45.2308,12.9231,2.1538
a9njxjL,4.8333,27.5000,51.5000,13.7500,2.4167
aLw6nwg,5.1563,30.0313,45.6563,16.8750,2.1875
a0Nvy6d,1.5000,8.0000,65.0000,22.0000,2.5000
aEPdmKx,4.5000,26.2000,50.1000,16.9000,2.4000
aP76zPq,7.8571,38.2857,34.2857,16.4286,3.4286
azm7pQj,1.0000,9.0000,75.0000,13.0000,1.0000
abG3N3v,7.4000,45.4000,42.6000,4.2000,0.8000
adVyDZ2,1.7500,11.0000,50.0000,16.0000,20.7500
an4eWqL,7.9231,39.1538,35.9231,14.6154,2.6154
aqn4P4R,3.6667,31.0000,45.0000,18.0000,2.3333
a2WE3Ep,6.6667,32.0000,50.7500,8.8333,1.8333
ax9ELEn,5.4138,26.6897,46.5517,17.9310,3.3793
aoPmQw3,3.0000,17.5000,66.0000,10.5000,2.5000
aj9QzQ1,9.5000,49.0000,25.6667,12.8333,3.0000
aK74oR6,2.2500,15.5000,54.2500,24.5000,3.0000
a2WEO61,10.5000,29.7500,37.6250,18.0000,4.2500
a6Kr0r2,5.5000,27.1875,41.8125,21.1875,4.3125
awBNEND,3.5455,19.0000,36.1818,33.1818,8.1818
aYyjXzm,6.0000,45.0000,31.0000,16.0000,2.0000
aVwjpzM,5.0000,29.8235,43.7647,18.6471,2.6471
aYyj3jm,5.0000,33.5000,53.0000,7.5000,1.5000
amvqeNo,5.4000,36.6000,36.0000,18.2000,3.2000
azm7pyN,3.0000,17.0000,63.0000,14.0000,3.0000
aBm9ARQ,4.3333,25.3333,53.3333,15.0000,1.6667
adVyDAM,2.0000,26.0000,56.0000,14.0000,1.0000
aLw67jA,2.0000,19.0000,60.0000,17.0000,2.0000
agArz2x,3.0000,16.0000,37.0000,37.5000,6.0000
azm7Wgm,4.8235,23.5882,35.5294,29.9412,6.1176
a5WpOpg,3.4000,17.5000,54.6000,20.1000,4.3000
a8GdxZQ,4.5556,28.6667,49.7778,15.6667,1.6667
arV1Qv0,4.6667,30.2222,41.4444,20.2222,3.2222
aeDKewO,3.3600,21.3400,45.4000,23.3400,6.5200
a7WvYvw,2.3333,11.6667,52.3333,29.0000,4.6667
abG3njv,2.8333,22.5833,54.4167,17.5000,2.5833
a2WE6eZ,5.1429,29.7619,41.1905,19.9524,4.0476
aO7oMoR,4.0000,26.5000,46.0000,20.0000,3.5000
abG3nn8,5.0000,25.0000,52.0000,15.2500,2.7500
agAr9Yw,5.6000,29.2000,35.4000,26.2000,4.0000
aP76VGG,8.0000,42.4000,37.6000,10.4000,1.6000
aD4RKAx,5.1667,34.3333,45.6667,13.6667,1.3333
a7WvRjw,7.5000,44.0000,36.0000,10.5000,1.5000
a1WpB58,5.5556,30.1111,41.3333,20.6667,2.6667
aoPm653,3.7143,21.8571,63.7143,9.2857,1.5714
a3wv6Yr,5.5000,66.0000,27.0000,1.0000,0.0000
aVwjyBO,3.2500,31.2500,54.2500,9.5000,1.7500
a6KrxR9,6.6364,29.0000,31.0000,26.1818,7.2727
aZyqOG9,8.5000,45.0000,43.0000,2.0000,1.0000
arV17j5,2.5000,14.0000,43.5000,35.0000,5.0000
a1WpqwY,3.0833,19.9167,36.4167,33.0833,7.3333
avz2MpW,2.5000,15.5000,24.0000,48.0000,9.5000
a9njR4Z,5.4750,25.5250,46.1500,18.8500,3.9250
a8GdQzQ,5.0000,35.2500,38.7500,18.2500,2.5000
aEPdmLG,2.0000,17.2500,65.0000,14.2500,1.5000
aAeBzjE,4.1579,23.0000,44.1579,23.1053,5.5263
a7WvRzL,5.5000,34.5000,53.5000,5.5000,1.0000
aWxBd5x,3.3333,22.8889,49.1111,16.5556,7.8889
aLw67qv,7.0000,25.0000,44.0000,19.0000,4.5000
a8GdRLd,3.0000,20.6667,43.3333,28.0000,5.0000
an4edRL,9.5556,37.5556,32.8889,17.2222,3.0000
aO7oL9v,2.7500,22.0000,53.7500,19.0000,2.0000
aEPdmOM,3.5000,20.7500,48.5000,24.5000,2.5000
ax9EqPb,4.0000,23.5000,45.0000,23.0000,4.5000
a2WE3Y1,2.6667,15.5000,45.1667,32.0000,4.3333
abG3m09,8.1818,36.0000,39.1818,14.2727,2.3636
an4emXn,6.0000,53.5000,28.0000,11.0000,1.5000
abG3L68,3.5833,22.1667,47.0833,23.9167,3.3333
aoPmv0w,6.6667,38.0000,24.0000,25.6667,6.0000
aVwjpOM,5.3725,28.1176,44.7059,18.1765,3.5294
a8Gdz9p,3.5000,17.5000,49.8750,25.0000,4.2500
azm7pDB,2.0000,20.5000,69.5000,7.5000,1.0000
aEPdQPo,4.8889,32.9444,45.2778,13.1111,3.7222
ax9ELG1,2.5000,25.5000,49.5000,20.5000,2.5000
apGK4BE,9.1667,38.8333,42.5000,8.5000,1.3333
aK74orO,6.0000,51.0000,34.0000,9.0000,1.0000
aR76yM5,3.3448,23.1379,50.3103,20.2069,3.0690
arV1D9d,4.1250,26.6250,46.6250,19.6250,3.0000
adVyGpB,4.2857,22.1429,44.7857,23.7143,5.1429
a3wvXD5,8.0000,31.0000,20.0000,30.0000,10.0000
avz2MgX,4.0741,21.4074,40.2593,27.8519,6.3704
avz2mXZ,5.0588,24.2353,42.5294,23.4706,4.4706
a1WpyYP,3.7778,28.4444,52.8889,12.2222,2.4444
amvqe0d,1.3333,3.3333,38.0000,49.6667,7.6667
a43pOvv,5.2857,31.4286,42.8571,17.0000,3.2857
a0Nvr8B,5.5000,35.2500,35.2500,20.2500,3.5000
a3wv6L3,3.0000,23.0000,50.0000,22.0000,3.0000
aj9QzrG,1.6667,4.6667,19.0000,61.0000,13.3333
a2WE3q1,2.0000,24.0000,63.0000,9.0000,1.0000
amvqe8j,3.9016,24.2459,52.2951,17.1311,2.4262
an4emB0,5.5000,31.5000,42.5000,17.5000,2.0000
an4emBn,6.2000,32.5000,45.3000,12.5000,3.3000
aYyj3wx,4.0000,21.7143,36.8571,31.0000,6.5714
aj9QvRG,3.0000,22.0000,54.0000,19.0000,2.0000
ayeEbnp,2.9000,19.2000,53.2000,20.5000,3.9000
awBNEbr,1.5000,9.5000,78.5000,9.0000,1.5000
apGK40E,5.5000,32.7500,42.7500,16.4500,2.8000
a1Wpq9D,6.6154,33.3077,46.7692,11.1538,2.0769
ayeEb5r,4.0000,27.0000,56.0000,11.0000,2.0000
aWxBrWK,11.0000,62.0000,19.0000,6.0000,2.0000
aMxe58X,11.0000,29.2500,36.8750,18.2500,4.7500
agArDVx,7.4000,34.1000,45.9000,10.2000,2.3000
awBNGPB,8.0000,28.2500,24.7500,31.2500,7.2500
a8GdRje,16.0000,57.5000,23.7500,2.2500,1.0000
aqn4P57,3.3333,24.6667,34.3333,28.6667,9.0000
aMxeK7M,6.2287,27.9149,43.7872,18.1277,3.9096
a2WE649,1.0000,13.0000,80.0000,5.0000,0.5000
aO7oMv2,3.8333,24.7222,45.0556,21.7778,4.6667
aBm9Aw1,2.3750,23.7500,48.3750,23.1250,2.5000
aeDKRmj,3.6429,25.7857,57.4286,11.7143,1.6429
a9njxPD,3.2000,32.2000,40.2000,22.4000,1.6000
a7WvYdb,8.8000,52.4000,30.8000,7.0000,1.4000
aMxeoGG,1.0000,4.0000,21.0000,70.0000,5.0000
aoPmv90,2.6000,16.8000,55.2000,22.9000,2.6000
arV1dzB,3.9286,27.9286,41.2143,23.0000,4.2857
aO7oMdN,4.3571,27.8571,52.0000,13.1429,2.5000
ax9ELNp,5.7778,29.4444,48.6667,12.7778,2.8889
amvqezj,2.0000,11.2500,58.7500,24.2500,3.2500
a43pXYp,7.9231,32.6154,40.0000,15.6923,4.0769
aLw6ZDz,5.2632,29.4737,38.2105,23.4737,3.6316
aWxB9M2,5.1667,21.0000,45.5000,22.8333,5.5000
aLw6ZMz,3.1250,17.7500,59.1250,16.8750,3.0000
aAeB8wp,3.3333,26.0000,34.3333,32.6667,3.6667
abG3NpO,3.2667,19.7333,56.0000,17.5333,3.6000
