id,very_negative,negative,neutral,positive,very_positive
aBm9vP2,0.5000,3.0000,64.5000,28.0000,3.0000
a7WvQVe,16.0000,77.0000,6.0000,0.0000,0.0000
aeDKdjv,8.2941,37.2353,44.0000,8.5294,1.9412
ayeEGVW,2.5000,9.5000,37.5000,40.5000,9.5000
a5WpD3o,6.5000,49.0000,30.0000,12.0000,3.0000
aQd6BLq,4.3333,25.0000,13.3333,32.3333,24.6667
agArDDg,2.0000,10.0000,42.3333,41.3333,3.6667
a6Kr32N,2.6000,16.8000,64.6000,13.6000,2.2000
aMxeMjP,0.0000,6.0000,91.0000,2.0000,0.0000
a2WE6zO,8.0000,50.0000,29.0000,10.0000,3.0000
aXgZ649,3.0000,11.0000,44.0000,36.0000,6.0000
aj9QzYG,2.0000,4.0000,8.0000,66.0000,20.0000
agArAXv,4.9118,28.1765,48.5294,14.9118,3.3824
aR76127,7.4091,26.8182,46.0909,14.7727,4.7273
a3wvpZ5,2.3333,10.6667,68.6667,13.3333,4.0000
avz2DxW,12.6000,44.9000,30.0000,10.0000,2.4000
aMxeoP1,0.5000,6.0000,86.5000,6.5000,0.5000
aVwj1YO,4.8750,30.8125,50.5625,11.3750,2.0000
a2WEeAY,3.5000,26.5000,54.5000,12.5000,2.0000
a43p8Q1,2.0000,14.5000,58.5000,23.0000,2.0000
a2WE9wd,1.0000,9.5000,74.0000,14.0000,1.5000
aVwjxxK,4.2653,25.5102,52.2653,15.4286,2.4898
an4e6ez,2.3333,20.6667,69.6667,6.0000,1.0000
aXgZGPV,5.5000,35.0000,53.5000,5.2500,0.7500
aP76EMR,2.0000,7.0000,18.0000,60.0000,13.0000
adVyD7M,9.0000,41.0000,30.0000,16.0000,5.0000
aGdKwyn,4.8824,25.5686,45.4118,20.0980,3.9608
aQd6eed,5.2078,27.8182,44.1429,18.2338,4.5584
aroPPN5,4.0323,27.4516,48.5806,17.1290,2.5806
aYyjGqw,4.2759,22.4138,49.0345,18.1379,5.7241
azm7o2j,4.3333,22.5000,45.5000,24.0000,3.1667
adVyRWD,3.4762,22.8095,47.5714,22.0476,4.0476
aGdKX46,1.0000,7.0000,87.0000,5.0000,0.0000
aeDKYy5,5.2069,29.0345,36.0000,24.6207,5.2759
aYyjB8V,3.3000,22.6000,51.5000,19.8000,2.8000
aGdKrYG,4.4444,23.7778,45.8333,21.8333,4.2222
agAr6Qv,4.5000,25.7500,29.7500,34.2500,6.0000
a8GdxOp,4.5000,29.5000,29.5000,31.5000,5.0000
aWxB8KK,4.5286,27.3286,42.9000,20.4000,4.6429
aYyjmK0,3.6000,30.0000,53.4000,10.6000,2.2000
amvq31y,3.0000,18.0000,58.0000,18.0000,3.0000
aQd6AG2,3.6136,26.8864,48.5000,17.5682,3.3636
a3wvmer,3.0000,41.0000,48.0000,8.0000,1.0000
aYyj9wm,7.0000,46.0000,38.0000,7.0000,1.0000
aWxBpmK,4.6667,24.9167,41.6250,23.1250,5.5000
aR76GM5,1.6667,7.0000,59.6667,23.0000,8.6667
an4egp0,5.0455,25.1932,46.5000,19.5455,3.6477
a8GdvE3,2.1667,13.8333,39.3333,34.6667,10.0000
a2WEA9E,3.2500,8.7500,33.7500,28.2500,25.7500
a2WEArZ,9.3333,57.6667,23.6667,7.0000,2.6667
arV10y5,3.0000,20.5000,59.5000,15.0000,2.0000
a8GdXD6,1.7500,17.3750,71.3750,8.5000,0.8750
a7Wvnxx,6.6364,32.0000,33.8182,16.3636,11.3636
avz2MqE,3.0000,14.0000,63.0000,15.0000,4.0000
awBNnzQ,2.9355,20.3226,56.3226,16.4194,4.1290
a9nj4MZ,5.2308,26.3846,43.5385,19.3846,5.4615
aNgmjXG,4.7500,32.4500,45.5500,15.1000,2.1000
abG3ddO,5.5000,29.0000,33.0000,26.0000,6.0000
aK7493Z,6.0741,32.0370,46.2963,12.8519,2.5556
aNgm88G,6.0909,34.1818,42.2727,13.8182,3.7273
a6KrRoN,15.0000,51.0000,28.0000,4.0000,2.0000
a1WpwVG,7.7500,35.3750,28.7500,22.6250,5.5000
aQd6GB7,0.0000,4.0000,89.0000,7.0000,0.0000
aXgZGYD,8.1111,27.3333,46.6667,14.7778,3.0000
abG3K2B,15.8000,20.6000,44.6000,16.8000,1.4000
aeDK8w5,2.0000,7.0000,34.0000,53.0000,5.0000
aQd6nZK,4.8846,29.9615,45.9231,16.7308,2.5385
amvqdwX,4.1538,28.6154,43.8462,19.2308,4.1538
aVwj0Av,5.8649,22.2432,43.7027,20.7297,7.6486
a9njZeL,7.2500,32.1250,26.9375,24.1875,9.3125
a1Wpx8b,6.2500,33.1667,37.9167,19.5833,3.0000
aeDKdA5,3.0000,27.6000,58.8000,9.4000,1.4000
aj9Qr2g,5.6340,29.7647,45.7255,15.7974,2.9477
aeDK09W,7.7073,38.2439,39.5122,12.4390,2.3171
awBNDNB,2.6667,19.0000,55.0000,19.6667,3.6667
awBNDKW,8.2000,21.8000,55.2000,13.0000,1.8000
azm7VZZ,6.0455,26.7727,55.8182,9.8182,1.4091
aLw6pR5,6.9429,40.8000,36.3429,13.2286,2.5714
aZyqeDz,3.0000,18.0000,58.0000,20.0000,2.0000
aWxBrMq,2.0000,17.0000,68.0000,12.0000,1.0000
aP76bbn,21.0000,65.0000,10.0000,2.0000,2.0000
avz2XBb,4.5000,29.8333,38.1667,22.6667,4.5000
aEPdEBK,10.8000,31.6000,51.8000,4.8000,1.2000
aVwjy6P,5.0000,6.0000,2.0000,28.0000,60.0000
ax9EQ5b,1.0000,7.2000,48.8000,39.0000,3.6000
an4eVbz,5.5556,34.8333,46.0000,11.2778,2.3889
aZyqeP9,3.0000,8.0000,17.0000,58.0000,15.0000
aEPdEdN,4.6667,30.6667,53.0000,10.1667,1.1667
ax9EZzW,6.8438,37.3125,37.1250,15.8125,2.8750
awBNOxQ,5.3077,32.5000,46.7308,12.5000,2.5385
adVyEWj,3.0000,40.0000,44.0000,11.0000,1.0000
a6KrY6e,0.0000,2.0000,66.0000,31.0000,1.0000
aqn4PnZ,28.0000,65.0000,7.0000,0.0000,1.0000
a8GdpLV,5.0667,31.6000,42.7000,17.1667,3.4333
a9njDw1,2.9091,19.0909,64.0909,12.1818,1.7273
an4e7Kn,3.2500,17.4286,50.7500,22.6429,5.7857
aD4RrWx,6.6667,29.0000,30.8333,28.3333,5.0000
a7WvQm2,2.5000,22.0000,64.0000,8.5000,2.0000
amvq44V,3.0000,26.0000,61.0000,9.0000,1.0000
aAeBLzR,1.0000,2.5000,52.5000,36.5000,7.5000
aNgm724,2.0000,13.0000,47.0000,34.0000,3.0000
a8GdvAO,4.4000,25.0000,52.4000,15.2000,3.0000
aXgZBG2,2.0000,8.0000,18.0000,59.0000,12.0000
arV1VxX,5.8519,32.7407,41.8333,16.4630,3.0556
a9nj82m,10.8667,46.2667,32.5000,8.6667,1.8667
ax9EQ2D,6.0000,44.2667,40.7333,7.0000,2.0000
amvqKn4,3.2857,23.7143,56.1429,14.5714,2.0000
aj9QLGx,7.0000,29.4912,41.2982,18.7018,3.4737
aK74Rbj,2.0000,16.0000,59.0000,21.0000,2.0000
aGdKo37,6.3333,38.3333,23.3333,25.6667,6.3333
azm7D3j,7.5625,37.5000,42.5000,10.4375,2.0000
a5WpxbV,7.7500,17.5000,47.7500,22.6250,4.5000
a8GdnMY,5.0000,30.4545,40.2727,20.5455,3.4545
aeDKPpQ,3.9714,23.4571,44.7143,22.4286,5.1714
aGdKmbn,1.0000,3.0000,50.0000,43.0000,3.0000
aqn40g7,3.0000,18.0000,58.0000,18.0000,3.0000
aP76dAG,4.6000,26.6000,41.6000,22.6000,4.6000
an4eGPn,5.6250,32.1250,44.8750,15.5000,2.1250
avz24GW,4.3750,24.7500,47.1250,20.5000,3.3750
arV1YEp,11.0000,65.0000,12.0000,10.0000,2.0000
ax9EQPL,9.3333,37.3333,30.3333,19.0000,3.8333
avz2XoE,3.4000,16.4000,53.4000,23.8000,2.8000
aVwj49n,7.2500,42.2500,40.0000,9.0000,2.0000
aVwjAPn,3.0000,17.0000,39.0000,36.0000,5.0000
azm77Gp,4.1395,26.3721,47.4186,18.3256,3.8605
ao5BbNX,4.5882,26.0882,49.4706,16.9853,3.0000
a0RmAKX,5.0789,31.8421,45.2105,14.3947,3.3947
a85rP0p,4.0400,25.4000,50.8400,16.0800,3.8000
ayoyg4V,4.7368,30.6842,46.6053,14.6842,3.0263
aroP6B5,4.5728,23.8738,52.2039,16.2913,3.0097
am5DjQj,5.6197,28.0141,43.7746,18.2817,4.2113
a1R4z4D,6.7941,27.5000,42.2647,19.8529,3.7353
aV0GGOP,4.8438,28.7656,40.8906,21.7813,3.8125
ae5XovO,6.3333,36.0513,42.5641,12.0513,2.8974
a2RQQdD,3.4242,24.2424,57.2121,11.7576,3.4545
a2RQQ8d,7.0714,35.1905,44.0238,11.9286,1.9286
aZ799X3,5.3878,29.8571,42.6327,17.8776,3.9388
a85rrZe,4.8966,20.9310,43.0690,24.9655,6.4138
amvqq0y,3.8095,24.0000,43.4762,24.4603,4.2381
agArryv,5.0408,33.0000,41.6939,16.6939,3.5510
a3wvvA3,6.9667,39.3667,37.2000,13.8667,2.6333
aWxBBvq,5.2857,25.8571,40.0286,22.0286,6.9143
amvqqbX,5.3200,29.5600,41.3000,20.0200,3.7000
aP766Vg,7.8500,35.8000,41.7500,12.3000,2.1500
a3wvPEe,5.4933,31.0400,44.4800,16.3733,2.6933
aMxe2zX,5.0441,26.4265,48.2353,17.3529,3.0147
a5WpeYy,7.6075,34.1215,37.5327,16.7850,3.9813
a8GdWoY,2.8077,19.2308,47.0769,24.9231,5.9615
adVyNWB,6.5283,30.6415,41.5660,17.2830,3.8679
aZyqP50,5.7097,24.0968,49.8065,16.1613,4.2258
a3wvdYe,7.4138,39.9655,36.6897,13.6207,2.1724
aWxB066,5.2500,25.5227,42.3182,22.1591,4.7500
a2WEPKe,9.0833,37.5833,29.5000,19.5833,4.4583
a1WpZWP,5.3243,22.5946,30.7568,34.1351,7.1622
aNgmoDb,4.6047,26.6744,45.1163,18.8140,4.6512
aBm9QoP,7.1379,31.5517,45.3448,12.9655,3.0345
a9njMgD,2.8462,19.0513,49.4615,23.4359,5.2564
aAeBVAg,3.3750,23.4167,46.7917,22.5000,3.9167
adVyYKV,5.0000,26.2895,43.6316,19.9737,5.1053
aQd64zK,7.7705,33.7213,41.0492,14.1639,3.3115
a1WpeNP,5.7143,24.3714,39.5143,23.4857,6.8857
a7WvyBm,4.0606,23.0000,49.1212,20.2424,3.4848
aBm93q2,8.9412,36.0000,40.7059,12.0588,2.5294
avz2LgO,4.0435,22.9130,45.0652,20.7391,7.1957
aXgZX9D,4.7500,25.3214,44.2679,20.9375,4.6161
aBm9rwZ,4.5686,24.3922,46.6471,20.0392,4.3333
aEPdzoO,4.8485,30.5455,38.5758,22.7273,3.3030
aoPmjY0,4.3509,27.4211,50.9474,14.7895,2.3860
aD4RmXZ,5.0500,29.8500,49.8500,13.3500,1.9500
aYyjwzV,5.6522,29.8261,40.2609,19.3043,4.9130
aBm9rqz,4.5111,26.5778,46.7556,18.5556,3.6889
a6KrLYe,3.6800,23.2800,52.2000,17.5200,3.1600
adVyjPM,3.9259,20.1111,51.7037,20.7407,3.5926
aO7oVP3,3.9091,23.9394,48.3030,20.1818,3.5455
aWxB6dK,4.6667,27.6667,48.0909,16.7576,2.7576
aD4RGzx,5.0000,26.8312,44.0909,19.5455,4.2727
ax9EDxK,7.1818,32.1212,44.0000,13.9697,2.5758
aoPmpBn,5.6526,25.5263,50.1579,14.8421,3.7368
aQd6MOW,4.3714,23.8143,42.9714,22.3571,6.4429
azm7roq,3.7288,23.7966,45.7458,22.5932,4.1017
arV1bR7,3.0000,22.8636,51.5000,17.7727,4.8182
a6KrbxA,6.1667,29.6667,41.5333,19.9333,2.6667
an4ej95,5.6176,34.7647,43.1176,14.1176,2.4118
aoPmOOg,8.8095,34.0952,35.8095,16.0000,5.2857
a6KrVDe,5.4054,31.2432,39.7568,19.8378,3.7027
aVwjMov,4.2647,26.2059,50.1471,16.5882,2.8824
aYyj4R2,4.4605,26.0132,40.9737,22.3947,6.1579
aK74Dyb,7.2439,32.7561,36.1951,19.6341,4.1463
aqn41wM,5.5652,34.4783,41.5217,15.3913,3.0000
apGKQMM,6.9032,34.6774,42.2903,13.6129,2.6129
aLw6j2v,5.4912,30.2807,42.1930,18.1404,3.6842
a3wvKB8,4.5439,23.4211,42.5439,23.5088,5.7544
aMxejoG,5.5111,28.6444,47.9333,15.4889,2.5333
aqn47P7,6.1765,29.2353,40.0000,20.9412,3.7647
aNgmYK6,4.5676,25.0541,48.3514,17.8108,4.2162
azm79Dq,5.6176,27.0294,47.3235,16.1471,4.0882
a1WpQBv,6.2453,30.8491,45.1698,14.8679,2.8868
aoPmeAA,4.6364,27.7273,47.1818,16.2727,4.0455
a5WpMgG,2.6000,17.6000,53.0667,21.1333,5.8000
aZyq7Nz,5.2381,29.8095,44.6429,17.1429,3.1190
a1WpROG,6.5926,29.6667,39.3333,19.5556,4.7778
aBm9gzD,7.5000,39.0417,39.9167,11.8333,1.8750
amvqv5y,5.6250,30.7031,44.5469,16.1563,3.0781
a0NvNEB,4.1364,27.3636,52.4773,14.1591,1.8409
aGdKdrK,4.9574,25.4468,50.2128,16.5319,2.8511
a3wvwDN,5.1458,28.7292,38.2917,22.6875,5.0417
aZyqr33,3.9524,23.4762,51.3810,18.7143,2.2857
aoPmK22,5.7353,23.7941,40.5882,24.0882,5.6176
azm72Mz,5.6667,28.2222,40.0556,21.6111,4.5185
aD4R2nN,8.7561,30.5854,40.3902,17.2439,2.7561
aGdKLQ6,3.5000,24.8684,51.4211,17.0263,2.9737
a3wvGo7,4.4375,20.5000,42.6250,27.8750,4.3750
a43pnvA,5.6250,21.1250,55.3750,15.3750,2.6250
aeDKOWq,5.3387,27.9516,47.5161,15.6129,3.5000
a8Gd0y1,5.7813,32.5313,43.5000,15.8750,2.5313
azm74EK,4.2222,23.0370,46.4074,21.0370,5.1481
avz29vZ,6.1364,28.2273,43.4545,19.6364,2.6364
a8GdVz6,2.4545,15.8182,54.3636,21.7273,5.4545
aqn4DVR,4.7500,21.4167,44.5000,22.5833,7.0000
agArKb6,5.5714,29.7143,46.7857,14.5000,3.1429
a7Wvng2,2.3333,9.0000,37.1667,40.3333,10.6667
aeDKRwQ,2.1000,19.5000,53.7000,18.2000,6.5000
aR76RNB,5.1250,28.5000,45.0000,17.5000,4.1250
aGdK7m6,5.9091,31.2727,39.3636,19.8182,3.3636
agArKDn,6.7500,45.2500,40.2500,6.7500,1.2500
aMxeq3G,6.5000,21.5000,30.0000,32.0000,9.5000
aoPmDj2,5.8333,31.3333,34.1667,21.8333,7.0000
a9njBPj,4.3333,35.6667,54.0000,5.3333,1.0000
a43pVZ1,7.0556,34.4444,44.3333,11.3889,2.7222
aD4RMW7,2.7647,18.1765,49.7059,24.5882,4.6471
a9njBK0,7.0000,36.2500,32.5000,19.5000,4.5000
aZyqvpn,5.0000,33.7778,33.8333,22.6667,4.7778
an4eVQL,3.2500,16.7500,26.2500,40.2500,13.5000
aLw6rgP,7.5000,32.5000,44.0000,14.0000,1.5000
aP76nZP,4.1429,23.2143,43.7143,24.2857,4.7143
aAeBZGR,2.7143,22.1429,58.1429,14.7143,2.2857
aoPmnb0,7.8000,16.6000,61.6000,11.2000,1.8000
amvqn1d,9.0000,37.0000,40.5714,10.5714,2.4286
adVybxZ,9.1250,39.5000,41.0000,8.6250,1.5000
aWxB9Nx,5.3333,30.3333,43.1667,18.0000,3.1667
abG3EKB,5.8182,31.3636,42.8182,15.8182,4.3636
avz2mV5,4.0714,28.0000,48.4286,17.2143,2.4286
a8GdzjZ,1.6667,23.0000,72.6667,2.3333,0.3333
aVwjB6d,5.2857,26.8571,48.2857,16.4286,3.0000
aR76Dby,3.0000,27.0000,62.0000,6.0000,1.0000
aR76DY5,3.0000,16.9444,48.6111,26.1111,4.9444
aGdKbW0,3.8000,31.8000,44.4000,17.8000,2.4000
a0Nvw3Z,2.8333,19.2222,50.8333,24.1111,3.0000
aGdKoYn,7.5000,37.5000,21.5000,29.0000,4.5000
aYyjmOO,6.0000,37.0000,42.0000,13.0000,3.0000
aBm9vRO,2.5294,20.3529,55.3529,18.9412,2.7647
aQd6VE7,11.0000,58.0000,20.0000,8.0000,2.0000
a2WEx5d,4.0000,25.5000,45.7500,18.2500,6.2500
aMxeW8R,5.0000,27.9744,42.1026,21.6667,3.2308
aD4RML7,7.9286,39.7857,30.0714,16.6429,5.2857
azm7B1q,2.0000,16.0000,57.3333,22.6667,2.3333
aVwjdew,7.7778,38.8889,45.8889,6.4444,1.1111
avz2DAd,10.0000,41.0000,13.0000,29.0000,7.0000
aYyjm9m,12.5000,33.7500,45.0000,7.5000,1.0000
aO7oGW3,4.3333,26.6667,32.6667,31.3333,4.6667
aNgmqg6,2.2222,19.8889,52.3333,22.6667,3.1111
aVwjdEn,5.3000,24.3000,46.6000,19.9000,4.2000
aGdKoG0,6.0000,42.0000,44.5000,6.7500,1.2500
a8Gdnee,1.2000,11.0000,78.8000,7.6000,1.0000
aoPmdRx,6.0000,35.4000,37.2000,17.6000,4.0000
a0NvxNq,1.2500,13.0000,77.0000,7.2500,0.7500
aLw6b4W,8.5000,41.5000,29.0000,15.5000,4.5000
a0Nvwxn,3.5714,21.2857,58.4286,13.0000,3.5714
a0Nvw7O,3.0000,20.6667,57.6667,16.6667,1.3333
aMxeWNW,3.8235,21.9412,45.5294,24.5882,4.0588
aWxBddn,10.1667,38.4167,32.4167,14.2500,4.3333
aYyjd67,8.2000,36.0000,47.0000,7.8000,1.2000
aGdKoqG,1.0000,14.0000,74.0000,10.0000,1.0000
ax9EAKM,6.2857,25.0000,50.7143,15.7143,2.2857
ax9EAwY,12.4545,35.8182,36.0909,12.5455,3.0909
aMxeW5A,13.0000,36.0000,25.3000,19.4000,6.1000
ayeEzjV,8.2500,44.7500,26.0000,18.2500,3.2500
aXgZexb,2.5000,25.5000,33.5000,35.0000,3.5000
a43pxDw,8.0000,43.0000,35.5000,12.0000,2.0000
aoPmqEe,5.8750,36.2500,41.7500,13.7500,2.5000
amvqbL9,4.0000,27.0000,57.6667,9.6667,1.3333
a7WvGjL,8.8333,47.8333,38.8333,3.6667,1.1667
a43prd6,6.6667,25.3333,43.0000,22.5000,2.1667
aqn4p4L,2.0000,6.0000,14.0000,68.0000,10.0000
ax9EnZp,3.3333,20.3333,23.0000,46.6667,6.6667
adVy47d,11.0000,27.8333,43.0000,15.3333,2.5000
a8GdXoY,7.6000,27.9500,50.9000,12.0000,1.5500
a7WvAz2,0.3333,2.3333,89.6667,6.6667,1.0000
aeDKPeb,4.8889,28.0000,48.1111,16.2222,3.0000
aeDKdBj,2.6667,14.0000,59.0000,21.0000,3.3333
aBm9oKN,4.0000,23.0000,47.0000,22.0000,4.0000
aO7oN06,5.5000,21.3333,51.8333,18.5000,2.6667
aZyqVMX,7.7500,25.2500,38.5000,23.2500,5.2500
aBm9NyD,9.6316,31.5789,38.3684,16.8947,3.3158
aK74Njb,4.5455,28.3636,48.4545,15.8182,2.6364
abG3m1B,4.3600,26.3600,42.7200,21.4400,5.1200
a8GdX6p,3.5000,19.0000,54.0000,19.0000,4.0000
azm7DmB,4.5000,29.0000,54.1000,10.6000,2.0000
ayeEV0r,6.3333,24.0000,63.6667,5.0000,0.6667
aD4RN7G,5.0000,29.0000,61.0000,4.0000,0.6667
aO7oN93,5.0000,33.5000,47.0000,12.5000,2.0000
aVwj1Ln,2.0000,15.7500,50.2500,19.0000,13.2500
aBm9NXQ,7.0000,28.4545,34.5455,25.8182,4.4545
a0NvwrO,5.5000,38.0000,50.5000,5.0000,1.0000
aEPdNEO,4.6667,32.3333,41.4444,18.6667,2.6667
aLw6NrW,5.3333,33.7778,48.4444,11.2222,1.4444
aXgZGjD,5.5556,27.2222,52.6667,12.4444,2.2222
adVy4Wd,13.1667,53.5000,21.6667,9.1667,2.5000
aBm9NMA,4.6667,21.8333,27.0000,37.5000,9.5000
aGdKNzG,1.7500,9.7500,78.7500,8.5000,1.2500
aeDKPBO,2.0000,17.0000,66.5000,13.0000,1.2500
a1Wpq3b,5.0000,24.3333,49.6667,17.6667,3.2222
aXgZG22,2.1250,13.3125,55.6250,25.0000,4.0000
arV1rrp,6.2500,31.5000,43.1250,17.3750,2.2500
a3wvpD1,5.3636,22.7273,34.3636,27.0909,10.5455
aAeBNoo,7.6154,35.4615,37.8462,16.4615,2.6154
aqn4poM,5.7500,29.5000,15.2500,35.7500,13.2500
a9njNG6,5.6154,25.3077,45.6923,19.0769,4.3077
aeDKP8O,8.0000,41.0000,24.0000,21.0000,5.0000
ax9E4GY,6.0000,38.5000,44.0000,9.0000,2.5000
aBm9j3P,4.2000,29.0000,50.3333,12.2000,4.3333
aO7oAby,5.5000,36.7500,50.2500,7.0000,0.7500
aD4RNr9,4.6364,30.0909,51.0000,12.6364,1.4545
aqn4pyj,3.7000,25.0000,48.0000,16.7000,6.5000
ayeEZDr,4.6111,26.8889,47.0556,16.8889,4.5556
arV1950,6.2000,32.1000,49.4000,10.0000,1.9000
aZyqop3,4.8462,23.2308,51.4615,17.9231,2.4615
aD4RrxZ,4.7333,26.0667,50.0667,16.2000,3.1333
a1WpBQP,2.5000,13.2500,53.2500,25.2500,5.5000
ax9EQDn,6.2500,38.5000,39.1667,13.4167,2.7500
a8GdQ3e,5.4375,25.5625,31.8750,29.2500,8.1875
a9njNZo,6.3333,26.0000,39.3333,26.0000,2.6667
aAeBqOE,5.0000,21.3077,41.2308,26.1538,6.3846
aj9QG7w,7.8333,38.8333,39.2778,11.3889,2.6111
awBNP1y,6.2000,27.4000,38.0000,23.4000,5.0000
aD4RPE7,4.3333,34.0000,51.3333,9.0000,1.0000
aP76zyn,8.1667,40.0000,33.0000,14.3333,4.5000
aoPmGEX,7.5714,23.6429,48.2143,17.9286,2.5000
avz2Bpq,2.0000,14.8000,45.6000,34.2000,3.2000
aoPmG02,3.7500,19.7500,57.0000,15.7500,3.0000
a0NvDLn,3.6667,19.0000,53.3333,18.5833,5.3333
aAeBLro,0.0000,1.0000,78.0000,19.5000,1.5000
aK74Kbb,7.0000,39.5000,40.0000,11.0000,2.0000
arV1DKd,6.5625,32.3750,48.9375,10.1250,2.1875
azm7vMm,4.7692,28.0769,41.1538,22.1538,3.6923
aoPmAyn,6.0000,27.8750,36.6250,26.1250,3.2500
a0NvDpq,8.2500,38.5000,42.2500,8.7500,2.0000
ax9EebK,3.0000,14.0000,63.0000,15.0000,4.0000
aNgm8N4,4.6667,26.0000,58.6667,8.0000,2.0000
a3wvem1,3.0000,22.1429,42.4286,27.5714,4.8571
amvqORy,5.6667,37.6667,25.0000,26.6667,5.0000
aO7onNE,6.7500,30.7500,45.2500,14.7500,2.5000
ax9EeLn,2.3333,21.3333,63.0000,12.0000,1.3333
avz2B2E,11.0000,72.0000,17.0000,1.0000,0.0000
aVwj9GK,10.0000,37.0000,49.3333,3.3333,0.6667
a3wvxLN,4.0000,28.0000,50.0000,15.0000,2.0000
awBNDAR,7.3636,29.9091,39.5455,18.0909,5.0000
aAeB7P0,6.2857,32.1429,30.4286,25.0000,5.8571
aD4RrEw,5.2000,28.6000,51.8000,11.8000,2.4000
a6Kr8x9,2.0000,20.0000,75.0000,4.0000,0.0000
aVwj4qM,1.5000,15.5000,75.5000,6.5000,1.0000
apGKj2b,15.0000,47.0000,17.0000,15.0000,7.0000
avz2q4b,3.6667,25.1667,61.6667,8.1667,1.5000
a1Wpg6b,14.7500,35.0000,27.5000,18.0000,4.7500
ayeErAY,3.0000,30.0000,16.5000,45.5000,4.5000
a8GdQBY,7.5000,36.5000,40.0000,13.0000,3.0000
aEPdbPK,3.5000,20.5000,70.0000,5.0000,1.0000
aGdK6PK,3.0000,25.0000,56.0000,14.0000,2.0000
