id,average_sentiment
azm7pvN,-16.6667
a2WE6Aw,-8.3333
adVyDMM,-38.8889
aQd6Wr2,-50.0000
ax9EeXp,-8.3333
aeDK8Ej,-25.0000
aO7opMv,-12.5000
aZyqOo6,0.0000
arV199X,-37.5000
a5Wp0Ay,-10.0000
aBm9BMD,-5.5556
a5Wp0gy,-25.0000
awBNWj8,-33.3333
aR76qW2,-2.9412
aWxB3vK,50.0000
awBNxO1,2.4590
a0Nvygn,33.3333
aO7oLED,0.0000
aMxeMnM,-18.1818
apGKZ79,50.0000
aAeBzAo,-27.7778
aEPdE3p,-7.8947
a43pO71,0.0000
aLw67og,0.0000
a5Wp03L,-16.6667
a9njg4Z,-20.0000
abG3n8B,-18.1818
aZyqOYn,-30.0000
aQd6D62,-18.7500
aWxB3Dn,-25.0000
a6KrYRe,0.0000
aYyjX50,-33.3333
azm7OnZ,0.0000
aR76qpq,0.0000
aP76qzn,-2.9412
aoPmQng,0.0000
aP76bqg,-16.6667
a6KrYg9,-21.4286
avz2K9O,0.0000
a5Wp0YL,-7.1429
aK74oog,8.3333
avz2qoq,-5.5556
aGdK44w,0.0000
avz24DM,-8.3333
aoPmQ73,0.0000
a0NvgEO,-12.5000
a8Gdxgp,25.0000
aZyqOOV,-30.0000
aYyjX3w,7.1429
a8GdxvV,25.0000
a1Wp3yR,-50.0000
aLw6775,-16.6667
an4eP4z,-33.3333
aXgZ6yb,-8.3333
a9njggm,-16.6667
aD4RP2N,-7.1429
apGKZZW,0.0000
a5Wp0Oo,25.0000
a0NvyrL,0.0000
aQd6BPz,-17.8571
aGdK4NZ,50.0000
aoPmGwm,-12.5000
ayeEjAq,0.0000
agArzWq,-10.0000
aR76qnA,0.0000
amvq4Zv,8.3333
a6KrxX2,0.0000
a3wvXre,0.0000
aGdK45w,-50.0000
aGdK44z,25.0000
agArzP1,-33.3333
aMxeqgG,-18.7500
aEPdqDn,-17.8571
an4ePgV,0.0000
a3wvXVQ,0.0000
aAeBz7o,-50.0000
aeDK8nm,-8.3333
aD4ReyN,0.0000
aGdK4W7,0.0000
an4ePmz,0.0000
aoPmQrm,0.0000
aK74o0O,12.5000
ax9EqxW,25.0000
a7WvRRm,0.0000
arV1zry,-26.9231
a7WvPWb,-15.6250
aeDK8zj,0.0000
aK74oQ6,-25.0000
a9njgom,0.0000
azm7ppq,50.0000
apGKZE5,-50.0000
aO7oLg3,-12.5000
an4eVR0,-16.6667
aLw67YP,0.0000
aD4Rey7,-33.3333
arV17PX,25.0000
aqn4onP,-50.0000
aXgZ682,-25.0000
awBNjDW,16.6667
aeDK8LB,0.0000
azm7p5b,-25.0000
awBNWR1,-20.0000
a2WE6Qp,-16.6667
aP76E6B,0.0000
aj9Qdop,10.0000
apGK7Qb,-12.5000
aQd6W0w,0.0000
aoPmvme,-6.2500
aBm9A9Q,-30.0000
a8GdNoY,25.0000
aZyq6q3,25.0000
aqn4ooP,0.0000
a43pBKy,-15.3846
a9njxjL,-12.5000
aLw6nwg,-7.8125
a0Nvy6d,0.0000
aEPdmKx,-15.0000
aP76zPq,-21.4286
azm7pQj,0.0000
abG3N3v,-20.0000
adVyDZ2,25.0000
an4eWqL,-26.9231
aqn4P4R,0.0000
a2WE3Ep,-16.6667
ax9ELEn,-3.4483
aoPmQw3,0.0000
aj9QzQ1,-33.3333
aK74oR6,-12.5000
a2WEO61,-12.5000
a6Kr0r2,-6.2500
awBNEND,13.6364
aYyjXzm,-50.0000
aVwjpzM,-11.7647
aYyj3jm,0.0000
amvqeNo,-10.0000
azm7pyN,0.0000
aBm9ARQ,-16.6667
adVyDAM,0.0000
aLw67jA,0.0000
agArz2x,25.0000
azm7Wgm,0.0000
a5WpOpg,10.0000
a8GdxZQ,-5.5556
arV1Qv0,-11.1111
aeDKewO,3.0000
a7WvYvw,16.6667
abG3njv,-4.1667
a2WE6eZ,-7.1429
aO7oMoR,0.0000
abG3nn8,-12.5000
agAr9Yw,-10.0000
aP76VGG,-30.0000
aD4RKAx,-8.3333
a7WvRjw,-25.0000
a1WpB58,-5.5556
aoPm653,-7.1429
a3wv6Yr,-50.0000
aVwjyBO,0.0000
a6KrxR9,4.5455
aZyqOG9,-25.0000
arV17j5,25.0000
a1WpqwY,8.3333
avz2MpW,50.0000
a9njR4Z,-5.0000
a8GdQzQ,-25.0000
aEPdmLG,-12.5000
aAeBzjE,-2.6316
a7WvRzL,-25.0000
aWxBd5x,0.0000
aLw67qv,-25.0000
a8GdRLd,16.6667
an4edRL,-11.1111
aO7oL9v,0.0000
aEPdmOM,-12.5000
ax9EqPb,0.0000
a2WE3Y1,25.0000
abG3m09,-22.7273
an4emXn,-25.0000
abG3L68,-4.1667
aoPmv0w,-16.6667
aVwjpOM,-7.8431
a8Gdz9p,0.0000
azm7pDB,0.0000
aEPdQPo,-16.6667
ax9ELG1,0.0000
apGK4BE,-25.0000
aK74orO,-50.0000
aR76yM5,-3.4483
arV1D9d,0.0000
adVyGpB,0.0000
a3wvXD5,-50.0000
avz2MgX,5.5556
avz2mXZ,-2.9412
a1WpyYP,-5.5556
amvqe0d,33.3333
a43pOvv,0.0000
a0Nvr8B,-12.5000
a3wv6L3,0.0000
aj9QzrG,50.0000
a2WE3q1,0.0000
amvqe8j,-7.3770
an4emB0,-25.0000
an4emBn,-10.0000
aYyj3wx,7.1429
aj9QvRG,0.0000
ayeEbnp,-5.0000
awBNEbr,0.0000
apGK40E,-12.5000
a1Wpq9D,-15.3846
ayeEb5r,0.0000
aWxBrWK,-50.0000
aMxe58X,-12.5000
agArDVx,-20.0000
awBNGPB,-12.5000
a8GdRje,-50.0000
aqn4P57,0.0000
aMxeK7M,-9.8404
a2WE649,0.0000
aO7oMv2,0.0000
aBm9Aw1,0.0000
aeDKRmj,-14.2857
a9njxPD,-10.0000
a7WvYdb,-40.0000
aMxeoGG,50.0000
aoPmv90,5.0000
arV1dzB,-7.1429
aO7oMdN,-7.1429
ax9ELNp,-11.1111
amvqezj,12.5000
a43pXYp,-7.6923
aLw6ZDz,-5.2632
aWxB9M2,8.3333
aLw6ZMz,6.2500
aAeB8wp,0.0000
abG3NpO,-6.6667
aeDKnpW,-11.3636
aeDKn0W,50.0000
ax9ELgK,0.0000
a43pOOw,-25.0000
aj9Qzqx,25.0000
aqn4odM,-12.5000
awBNE5W,-20.0000
agArDLw,0.0000
a8GdR8Y,0.0000
an4emjq,-16.6667
ayeEb8M,0.0000
a9njgpj,0.0000
an4em10,-20.0000
aj9QEXG,-17.8571
aXgZyb6,0.0000
an4emyq,0.0000
azm7Wqj,-6.5217
aBm9A8Z,-33.3333
aeDKn6v,-25.0000
adVyG7Z,0.0000
aLw6Z9M,0.0000
a43pxMv,-20.0000
a9njxA6,-12.5000
aR76b3Q,-7.1429
aYyj3gN,-14.2857
aZyq63z,-18.0556
avz2M7O,0.0000
aGdKNZZ,0.0000
aWxBr6q,-6.2500
awBNEx4,25.0000
aGdKmx6,0.0000
aNgm7K0,0.0000
aeDKnMO,0.0000
aVwjp3w,20.8333
aVwjpYw,0.0000
aMxeorM,50.0000
azm7WVZ,-16.6667
aNgm7YK,-14.7059
aO7obpr,-1.3333
azm7W9x,0.0000
abG3oXp,21.4286
aD4RKG9,0.0000
ayeEbXb,-10.0000
azm7WLZ,-25.0000
aMxeo8V,-16.6667
a6Kr0oA,-5.8824
azm7W9B,0.0000
aqn4P7M,-25.0000
aGdKmZZ,5.5556
aj9Qj71,14.2857
aZyqKr9,-12.5000
aR76b07,0.0000
aEPdy7G,-25.0000
aK74Qxj,12.5000
a9njVRK,0.0000
aZyq5o3,4.5455
aO7oMqM,-16.6667
abG3NGX,-21.8750
apGK4En,-25.0000
aj9QwBg,-16.6667
amvqer2,-10.0000
a9njxEj,-4.1667
aVwjR2P,-44.4444
aLw6VwM,-18.7500
aVwjp02,0.0000
aqn4Pjj,0.0000
aeDK45b,-12.5000
aP76E3G,7.6923
a3wv6E5,-25.0000
a7WvPnm,13.8889
aEPd9px,0.0000
aAeB8x0,0.0000
a3wvnKv,-21.4286
aD4RKzw,0.0000
a9njxRZ,20.0000
aR76bX2,-10.0000
apGK4N9,0.0000
a5WpOWV,-25.0000
aK74QqN,25.0000
avz2M0W,11.3636
aYyjnMV,-14.2857
aBm9AmN,20.0000
adVyGVQ,0.0000
avz2MAZ,-14.2857
a1WpyWD,50.0000
aZyqdD9,-15.7895
a2WE3Ww,16.6667
awBNEBy,0.0000
a3wv615,0.0000
aVwjpwy,-20.0000
amvqevy,0.0000
a7WvY1r,-9.3750
awBNWPy,-50.0000
aVwjp7y,0.0000
aQd6WGw,-50.0000
aP76EZG,-25.0000
a43pXRy,25.0000
a0NvrZn,0.0000
adVyGgM,0.0000
aD4RK4O,-10.0000
a9njxnZ,50.0000
aEPd98x,-10.0000
a8GdR31,16.6667
aD4RKDK,-30.0000
aeDKnQj,-33.3333
aeDKnQ5,0.0000
arV1Qny,-50.0000
aBm9jVN,-11.1111
aVwjpxy,-3.3333
a7WvYqe,-12.5000
aXgZynz,3.5714
aLw6rQ6,-19.5652
aD4RK4K,0.0000
aEPd9qo,-12.5000
aqn4PeY,0.0000
amvqe22,0.0000
avz2MQ5,-6.2500
a3wv6Ze,0.0000
aLw6Zw6,20.0000
awBNE7B,-50.0000
arV1zNd,-27.7778
aXgZyjv,0.0000
aO7oMxE,-10.0000
aYyj3V0,-7.1429
apGK4R8,-25.0000
aYyj3eO,50.0000
aAeB8eo,-25.0000
aLw6ZnA,0.0000
an4em7B,-5.5556
aYyjbQq,-16.6667
arV1776,0.0000
aYyjX6q,-25.0000
a7WvYoe,7.8947
a3wv64e,-12.5000
aAeBzeE,0.0000
aP76Egg,-19.2308
agArZzv,0.0000
aQd6LEz,0.0000
a3wvDW1,-14.2857
avz2V5d,0.0000
aoPmQ5A,0.0000
aMxeoVP,16.6667
a9njxzK,-40.0000
avz2BVd,-10.0000
azm7oWp,-18.7500
a1Wpy7v,-6.2500
aGdKmp5,0.0000
azm7W5K,37.5000
aQd6Lzz,-16.6667
abG3NVr,0.0000
aeDKnAj,0.0000
a5WpO6o,-16.6667
aBm9BzD,-50.0000
aoPmv3A,-20.0000
avz2M1d,12.5000
a6Kr0Ze,-16.6667
ax9E4eL,-4.1667
aAeB8Qd,-13.6364
apGK43W,0.0000
aXgZyNb,0.0000
aAeB8Rg,-50.0000
aqn4gZQ,-26.5957
aWxBrp3,0.0000
avz2Med,-15.7895
a2WEGDe,1.5625
aoPmqQn,-12.5000
a2WE3Rw,-12.5000
aZyqZmz,-25.0000
amvqe1V,10.0000
aD4RK77,-20.0000
aD4RKnN,-16.6667
aWxB3qx,0.0000
aj9QzLq,-19.0476
aQd64oe,-2.4194
an4emnV,-10.0000
aGdKb9Z,-26.9231
arV1QX5,-12.5000
aVwjyZK,-18.7500
azm7WXx,0.0000
a0Nvr6Z,0.0000
aP76EoK,-12.5000
aD4RK7G,-16.6667
agArDgK,0.0000
a8Gd9QV,0.0000
agArDOq,21.4286
aXgZ6XD,50.0000
agArDAg,-7.1429
aQd6Lvr,0.0000
aQd6L7w,-50.0000
aGdKm8z,-16.6667
aBm9ALz,-50.0000
aR76bZA,-25.0000
aqn4PXP,-50.0000
a43pXNv,0.0000
a9njerZ,-33.3333
avz2Mxn,-21.4286
azm7WGz,7.1429
aBm9A6P,0.0000
apGK4Pp,-12.5000
ayeEbWX,-15.3846
aeDKnVB,50.0000
aGdKmM7,-10.7143
a9njx2L,-18.7500
aBm9AEQ,-7.1429
aeDKnxp,6.2500
aLw6ZAv,-20.0000
agArD81,0.0000
amvqeG4,16.6667
adVyRGB,-4.7619
aWxBrb4,-6.2500
azm7WRb,-10.0000
ax9ELRn,-25.0000
aXgZyW2,16.6667
aNgm74G,-14.2857
aVwjpZn,-5.0000
aBm9BEO,0.0000
ax9EL6W,-25.0000
aD4RK8N,-3.8462
aYyj3PV,0.0000
a8GdR0Q,-25.0000
apGK46p,-8.6957
a5Wpxmo,-8.3333
aNgm7Qv,-25.0000
a8Gd6R3,-4.5455
a2WE319,33.3333
aD4RNDO,4.5455
a7WvYN2,-7.1429
aBm9AGQ,0.0000
abG3NWb,-16.6667
aQd6Lme,-3.5714
aK74QGg,0.0000
aVwjp2M,-10.0000
adVyG1V,-22.5000
aMxeoXX,0.0000
aWxBdmZ,5.0000
aP76zeG,8.3333
aGdK6jn,0.0000
amvqKW6,2.7778
awBNEYr,-18.7500
a8GdRpY,-50.0000
abG3NQE,-16.6667
aqn4PYp,-14.2857
a2WE68Y,0.0000
aP76EXP,-8.5366
aK748nO,-7.8125
aeDKn2p,0.0000
aBm9A4O,-8.4615
aLw6ZXW,0.0000
aGdKrGK,-18.7500
a8GdRV3,-14.2857
aLw6O6V,-12.5000
aD4RKZB,0.0000
a7WvY9w,-4.0000
aO7oMGv,-5.0000
a8GdRVe,12.5000
an4emrb,-37.5000
aR76yYA,0.0000
ax9EL41,-12.5000
aqn4Pzp,25.0000
aD4RKMZ,0.0000
aYyj3mx,-8.3333
abG3NBv,-50.0000
a8GdQvd,-25.0000
aVwjpVM,-7.1429
aMxeoOX,-12.5000
aXgZye9,-16.6667
aNgm730,2.7778
awBNEvB,0.0000
apGKn2p,-8.3333
a8GdRm6,0.0000
aQd6LVK,-16.6667
a7WvYnx,-11.7647
aR76bO5,-7.1429
an4eV5V,0.0000
arV1QB0,-16.6667
a9njxBD,-15.7895
azm7Dmx,-6.2500
apGK41W,-5.2632
a0NvxKn,-18.7500
awBN8Or,-14.2857
an4emVn,10.0000
azm7WQZ,-12.5000
aYyj3dx,-20.5882
a5WpOBo,12.5000
a7WvP8A,-10.0000
aBm9AvO,0.0000
a9njxqK,-13.3333
arV1Qzp,-13.1579
aD4RKPZ,-12.5000
aNgm7Vv,50.0000
amvqedj,-12.5000
a9njxVo,-10.0000
aK74QL1,10.0000
a1WpyeP,-8.3333
aeDKnRQ,-33.3333
ayeEb6X,0.0000
azm7WBp,0.0000
aVwjp18,10.0000
aAeB8EL,-25.0000
aBm9AoO,-14.2857
avz2MZW,-8.3333
a43pXmp,0.0000
a9njxVD,5.2632
a5WpOyq,0.0000
an4emW0,-22.7273
avz2BjM,-33.3333
avz2MeM,50.0000
aGdKmN6,-10.0000
aLw6Od6,-13.6364
aBm9ANA,0.0000
aqn4PDv,0.0000
aoPmqmm,-8.3333
aMxeoNG,-8.3333
arV1QrV,3.3333
aR76bNM,10.0000
arV1Q9V,-9.0909
aLw6ZVM,0.0000
ayeEbZM,-31.2500
a8GdRnO,-16.6667
aGdK646,4.1667
aGdKqv5,-10.0000
a2WE39O,-16.6667
aYyj3ZO,0.0000
aXgZdnb,11.7647
adVyGeD,-2.0833
aAeB8P9,-25.0000
aNgm784,-10.0000
agArD6x,-11.1111
aqn4PVQ,-11.4286
aD4RKr9,0.0000
a8GdRvY,-20.5882
azm7Wop,10.0000
amvqe9j,-25.0000
abG3dAb,-15.5844
aoPmqwg,0.0000
a8GdRze,-50.0000
adVy2mN,-10.0000
apGK4dE,-18.1818
a6KrxZN,-20.0000
avz2KEX,-34.6154
aqn4PGj,0.0000
aEPdNbn,-3.3333
arV1Qyd,-8.3333
a0NvrDz,-5.0000
azm7WPz,-21.8750
aMxeo6V,-7.1429
aYyjXPx,0.0000
aj9QEO0,-0.3546
ax9ELA1,0.0000
ayeEbAY,-12.5000
aXgZdzv,-21.4286
a5Wp0Qg,0.0000
an4ePwB,25.0000
aYyj3Bv,12.5000
aK74QXb,-11.5385
aAeB8Lp,0.0000
a2WE3Ae,0.0000
aAeB8N9,-9.3750
a43pXBQ,-12.5000
a1WpynG,7.1429
aO7oM4y,50.0000
azm7Wyx,-12.5000
aqn4BdL,0.0000
aoPmvon,-14.2857
aZyq6Xz,-12.5000
aZyqnpQ,-12.2222
a9njxw6,-13.6364
a7WvYVL,0.0000
aBm9Az1,-9.0909
aj9QzVR,33.3333
arV1zE6,-8.3333
aR76bdQ,25.0000
aMxeo0V,0.0000
aeDKnDq,-20.0000
adVyGw9,-11.7647
aD4RK5d,-8.3333
a9njxNo,16.6667
azm7Wyj,-37.5000
avz2wYE,-25.0000
a1Wpy8G,8.3333
aqn4POQ,16.6667
aD4RK9d,-25.0000
aBm9BO1,-25.0000
aqn4PwM,-35.7143
aAeB8Ap,-10.0000
aLw6Z4P,0.0000
aD4RKvO,-22.0588
aGdKmvK,-16.6667
awBNDDy,-30.0000
aD4RKP9,0.0000
aLw6Z76,-31.8182
a8GdRO1,0.0000
aVwjp6w,-25.0000
ax9ELr2,14.2857
a3wv6Wr,-13.1579
a5WpOEy,0.0000
agAr666,-11.1111
aAeBOe0,2.0833
aj9Qze0,-4.5455
aR76bpQ,16.6667
a2WEGZD,-14.7059
aNgm7Gb,-21.4286
aeDKnEb,16.6667
a43pXrp,0.0000
aP76E0R,16.6667
aBm9ABN,-33.3333
aj9QRMq,-23.8095
azm7W3x,-16.6667
awBNEWy,-5.7692
aVwjp8O,-18.7500
apGK4ZB,0.0000
a9njxzm,-50.0000
aWxB38Z,0.0000
adVyAdB,-8.3333
adVyM49,10.0000
aoPmvwn,0.0000
a7WvAZe,16.6667
a3wv0vr,-9.3137
aBm9AAD,-8.9286
aR76AjG,-10.2564
aAeB88o,-50.0000
aXgZy6v,-25.0000
aGdKmm5,20.0000
a1Wpy52,-16.6667
a0NvrBn,0.0000
aWxBrzx,-37.5000
ax9ELLM,-20.0000
awBNEP4,-12.5000
aYyj39q,-20.0000
ax9EL5Y,0.0000
aoPmv2g,-50.0000
a0Nvrqv,25.0000
agArDzg,-20.0000
a9njx06,-25.0000
aAeB8jo,-16.6667
aNgm7Ew,0.0000
aQd6LG8,16.6667
azm7Wjp,9.0909
aK74QRZ,-21.4286
aO7oMwD,-4.5455
avz2MNZ,-10.0000
a1Wpy98,14.2857
a43pXDd,-13.2353
a0Nvr2n,5.0000
aR76WZA,0.0000
aR76bDj,0.0000
amvqejX,-13.4615
aMxeoMR,-14.2857
aQd6L08,0.0000
aO7oMXD,-5.0000
azm7Dpx,0.0000
aD4RKEK,7.1429
aMxeo3A,-50.0000
awBNEG4,0.0000
agArDPK,25.0000
aK74QoW,0.0000
a8GdRNY,-16.6667
aR76bMB,0.0000
aQd6Bdq,0.0000
ayeEbj8,25.0000
a6Kr0ve,0.0000
a7Wvnpe,-10.7143
adVyrXD,0.0000
abG3NnX,-25.0000
aZyq6Gp,-12.5000
a3wv69e,-50.0000
aAeB850,0.0000
aqn4P3Y,9.0909
aGdKmW5,-16.6667
aoPmvr3,-25.0000
abG3N9r,-15.6250
aO7oMgE,8.3333
aBm9M6Q,0.0000
aBm9jZZ,3.3333
avz24rn,-9.0909
aVwjpGP,-25.0000
aWxBr3Z,4.5455
aWxBrK2,16.6667
a5WpOmL,-14.2857
azm7W6q,-25.0000
aBm9ApD,-16.6667
arV1QPd,-8.3333
an4e8bb,-2.5000
aQd6Lwz,-50.0000
azm7WNq,-4.1667
a2WE3QE,-28.5714
adVyGmM,-19.2308
a1Wpyob,-31.2500
aQd63eK,21.4286
aVwjp5w,25.0000
avz2Mb5,50.0000
aR76bxq,-33.3333
aVwjK8w,-7.0000
aGdKXKw,-2.9412
a2WE3e9,50.0000
a8GdZd6,-6.2500
aVwjAjP,10.0000
aGdKmX5,0.0000
a1Wpq8w,-5.0000
aD4RyRG,10.0000
aR76nwA,-9.0909
aoPmvB3,50.0000
aD4RKLw,-4.5455
a2WEezZ,-2.9412
a9njobm,-26.6667
azm7ngK,-25.0000
a7WvQvm,-50.0000
agArW3q,25.0000
azm7W5q,-10.0000
aP76g4Q,-8.0000
ayeEbPp,0.0000
aeDKLjm,16.6667
ax9En8b,-11.5385
aZyq69n,0.0000
aO7ovPE,-11.1111
a1WpyxP,-33.3333
a8GdRrp,12.5000
a0Nvrmq,10.0000
aeDKPGW,-25.0000
aNgm7p3,-16.6667
aqn4pej,-16.6667
ax9ER6b,12.7907
aqn4AzM,-16.6667
aYyj9Nw,-18.7500
aqn4BvM,-7.1429
agArWyq,-2.5000
a1Wp9AR,0.0000
aEPd3vK,4.3478
a2WEeNZ,-10.0000
aD4RN4O,-15.6250
a8GdZdp,-33.3333
awBNEDW,0.0000
a9njodm,12.5000
azm7n7K,11.1111
avz2N0d,-20.0000
abG3LWO,0.0000
aMxeopP,0.0000
aBm9pKz,-10.0000
abG3erO,-18.9655
aD4Ry0N,-9.0909
aLw6ZYA,-25.0000
aK74p8b,0.0000
aMxegb1,-12.5000
aGdKXV7,-10.0000
aD4Ry07,0.0000
aO7oAnR,-8.3333
aXgZB0b,-13.6364
aWxBz06,-10.0000
aAeBjBE,-3.5714
aXgZBEg,-16.6667
aVwjpqO,-22.9167
aqn409P,2.7778
aeDKB9v,-16.6667
apGKOKW,-25.0000
a6Kr0Yb,0.0000
an4emj5,50.0000
aXgZBpg,0.0000
arV1Y45,-50.0000
aWxBN9d,5.5556
aVwjpdK,-25.0000
amvqbzd,-6.2500
a9njx3K,-25.0000
aeDKLKm,0.0000
ayeEG0X,0.0000
aeDKL0B,0.0000
aXgZ38z,-6.2500
aAeB8XR,25.0000
ax9E52W,0.0000
aP765yK,21.4286
amvq304,-8.3333
aVwjAWn,-40.0000
aXgZBX2,0.0000
aLw6xPP,0.0000
a3wvmL8,-1.8519
a9njoPL,-31.2500
aWxBdL4,-26.4706
a9njoM0,0.0000
aNgmNov,0.0000
a7WvQbw,-50.0000
agArW01,-45.0000
abG370v,-10.7143
aAeB8q9,-16.6667
aoPmXje,8.3333
azm7nEz,-12.5000
aVwjpy2,0.0000
aGdKmvZ,25.0000
aNgmNZv,3.3333
aEPd3zp,0.0000
a8GdR5V,-50.0000
aGdKXD0,-9.0909
aBm9p1Q,-20.0000
aAeBmER,-6.8182
aR76nVy,-8.3333
aBm9p12,0.0000
aLw6x9W,-16.6667
apGKOBD,0.0000
a9njoYL,-18.1818
a3wvm3Q,0.0000
aeDKL6Q,-10.0000
aj9Qp0q,0.0000
a0NvBjB,-5.0000
aZyqoD0,0.0000
aqn405R,-21.4286
aeDKnwO,-3.5714
aQd6y0q,-37.5000
a1Wp9M6,-33.3333
a6Kr3nm,11.5385
aR76ne5,-33.3333
a6KrPQR,-14.2857
aO7oMRM,0.0000
aVwjpEv,50.0000
aNgmNKG,-9.0909
azm7VDj,-5.2083
a5Wp4ZN,5.0000
avz2NnW,-10.0000
a3wv628,0.0000
a7WvG8L,-23.5294
aqn40Lp,-8.3333
amvq3zo,16.6667
a7WvQZ2,-50.0000
a7WvRDr,0.0000
azm7nbz,-3.7037
agArWqr,0.0000
aVwjxbK,-5.4217
an4e6bb,0.0000
a9njor1,-11.7647
aMxegwX,-35.7143
aVwjAqK,-6.2500
aj9Qp6q,-25.0000
a9njo7L,-43.7500
avz2NGW,-3.5714
aAeBLbg,-9.0909
aP765BV,-18.7500
aeDKLbQ,-10.7143
aLw6NQW,-16.6667
ayeEG8r,0.0000
aEPd3Y9,0.0000
aZyq6pW,100.0000
aO7owrv,0.0000
arV1Y5p,-33.3333
aqn401v,-6.5217
aO7owBv,0.0000
aD4RyzZ,0.0000
amvq7qv,9.6154
abG37z9,-12.5000
avz2NOX,-25.0000
aD4RyWx,-10.0000
aK74RD1,0.0000
a7WvQ3b,0.0000
aj9Qp88,-60.0000
aj9QpDG,-2.9412
a2WEeo1,-7.6923
awBNEz8,16.6667
aAeBjx9,8.3333
aLw6xBv,-12.5000
ax9E5ZW,50.0000
aP762WB,-12.5000
aP76bpQ,-50.0000
aBm9p0A,-16.6667
aD4Ryx9,-6.2500
aLw6xgM,20.0000
aLw6x0M,-6.6667
azm7n8Z,7.1429
amvq3Bj,7.6923
aP7659V,-5.5556
avz2NgM,0.0000
aBm9pxA,-2.6316
ayeEGBM,0.0000
an4emmE,-50.0000
aZyqe7W,0.0000
a3wvp0v,-25.0000
aGdKXg6,-37.5000
ax9E5zb,-50.0000
amvq32d,25.0000
ax9EnD1,33.3333
a9njoKo,-4.5455
aAeBjD2,-25.0000
a43pXq6,-22.2222
aP7657R,-22.2222
a7Wvmeb,-15.0000
amvq3v2,-30.0000
aoPmXPg,-32.3529
avz2Nob,-8.6957
aGdKmdG,-25.0000
aeDKLDb,-50.0000
aEPd3PM,-12.5000
aVwjA08,-25.0000
aAeBjep,-16.6667
a5Wp6RN,-13.1579
aGdKXpK,-9.0909
adVyEVZ,-10.0000
a9njoRo,0.0000
a8GdZGY,-7.1429
a9njoEW,-17.6471
aAeBjx2,-10.0000
a9njeGj,-28.5714
avz2N5O,-12.5000
ayeEGMY,0.0000
aMxegxV,0.0000
a43pv3Q,-35.0000
abG37VO,-5.0000
aWxBzW6,-7.6923
aAeBjGp,-11.7647
a5Wp4PG,-14.2857
aP7653R,-10.0000
aGdKXzK,-5.2632
an4e6g5,0.0000
agArWAw,7.1429
amvq37j,0.0000
aGdKXzZ,0.0000
a3wvmEN,-25.0000
a5Wp4EO,-15.3846
aD4RyDw,-16.6667
a1Wp9rG,0.0000
aNgmNdr,-12.5000
awBNwBW,0.0000
aNgmNgb,-10.0000
aMxeg4W,-20.0000
a7WvQ1A,-16.6667
aK74R6b,-26.4706
arV1XzV,-1.6667
a5Wp4Mq,-25.0000
aYyj9YO,6.2500
aeDKngj,-25.0000
aR76nEQ,-12.5000
avz2XAq,-10.0000
aP761DV,-11.5385
ayeEG9b,-3.2407
agArDZx,-7.1429
aVwjAbw,-11.7647
aYyj9VN,-10.0000
aR76ngB,-16.6667
aP763ZQ,-10.2041
aoPmXMg,0.0000
aO7ow3N,-20.8333
aMxegZG,-25.0000
apGKO9M,-25.0000
aqn40nQ,-12.5000
a5Wp4Xr,-2.2727
ayeEG7y,0.0000
aD4Ry2d,-10.0000
amvq3g6,-20.0000
ayeEbzp,14.2857
adVyEB9,-17.3077
avz2NyE,-10.0000
an4e6z5,-20.0000
a43pvPy,-25.0000
a3wvmZm,20.0000
azm7WZb,-50.0000
a43pvoA,-16.6667
aoPmq0x,6.2500
a2WEevd,-10.0000
a7WvQoz,0.0000
aVwjAg2,-11.1111
aBm9pyN,-25.0000
a6KrPqA,-33.3333
a9njozZ,-21.7391
agArznW,8.3333
aK74R1W,-30.0000
a8GdZ71,-15.0000
azm7n5B,10.0000
aeDKL4q,-25.0000
aVwjmXM,-4.4118
azm7nXp,-3.5714
aAeBjQZ,0.0000
an4e64q,-8.3333
azm7oAb,-4.1667
avz2NWq,-12.5000
azm7nXZ,16.6667
a0NvBoQ,0.0000
aK74RGj,-14.2857
a1Wpymv,-25.0000
a7WvQDx,-50.0000
apGKnRE,-7.1429
an4e6Ro,0.0000
agArW1g,-21.4286
ax9E5WM,-7.1429
aWxBz7Z,-10.0000
a43pvzd,-12.5000
a9njovj,16.6667
ayeEmLy,-13.6364
avz2AeO,-6.2500
aYyjdYq,-11.1111
aWxBzLx,12.5000
agArWQg,-12.5000
ayeEG4q,-16.6667
aR76n47,-25.0000
aD4Re6x,-12.5000
azm7ndN,-6.2500
a7WvQ8z,-8.3333
a7Wv69L,-7.1429
aMxegmA,-8.3333
avz2NQE,-15.6250
aD4RynK,-6.5217
arV1YAy,-14.2857
aAeBj6Z,3.1250
apGK7AD,25.0000
aAeB83Z,0.0000
aVwjAEy,0.0000
aQd6Gx7,50.0000
an4e6no,0.0000
aP765oG,0.0000
agArWov,-25.0000
amvq36X,-5.8824
a8GdQKp,-11.1111
adVyEvQ,-16.6667
arV1YWK,0.0000
aR76nZ2,0.0000
arV105y,-20.0000
aVwjdq2,12.5000
aNgmNQ3,0.0000
avz2NeZ,10.0000
a3wvm1m,25.0000
adVyGWZ,0.0000
a0NvBXQ,0.0000
a43pvNd,-5.5556
a8GdZ8e,-50.0000
aLw6xMW,-12.5000
a3wvxem,-28.5714
an4e62o,0.0000
avz2N1q,-12.5000
an4eWdn,-16.6667
